houseid,longitude,latitude
9628,-120.35,37.31
9629,-121.0,37.25
9630,-121.0,37.26
9631,-121.0,37.25
9632,-121.01,37.25
9633,-121.06,37.18
9634,-120.89,37.21
9635,-121.02,37.09
9636,-121.02,36.94
9637,-120.77,37.01
9638,-120.95,37.09
9639,-120.85,37.08
9640,-120.85,37.07
9641,-120.84,37.07
9642,-120.84,37.06
9643,-120.85,37.06
9644,-120.87,37.07
9645,-120.87,37.05
9646,-120.85,37.05
9647,-120.84,37.05
9648,-120.79,37.08
9649,-120.83,37.07
9650,-120.82,37.05
9651,-120.65,37.09
9652,-120.61,37.03
9653,-120.7,36.99
9654,-120.65,36.98
9655,-120.63,36.98
9656,-120.64,36.99
9657,-120.62,36.99
9658,-120.67,37.37
9659,-121.16,41.78
9660,-121.18,41.31
9661,-120.87,41.54
9662,-120.51,41.35
9663,-120.48,41.82
9664,-120.08,41.79
9665,-120.12,41.4
9666,-120.55,41.61
9667,-119.54,38.51
9668,-119.44,38.53
9669,-119.3,38.26
9670,-118.98,38.03
9671,-119.07,37.8
9672,-119.08,37.78
9673,-118.45,37.7
9674,-118.74,37.58
9675,-118.96,37.64
9676,-119.02,37.64
9677,-118.98,37.65
9678,-118.99,37.65
9679,-118.98,37.64
9680,-118.97,37.64
9681,-118.97,37.64
9682,-118.97,37.64
9683,-118.99,37.63
9684,-121.64,36.72
9685,-121.63,36.71
9686,-121.62,36.71
9687,-121.62,36.74
9688,-121.64,36.7
9689,-121.65,36.7
9690,-121.66,36.71
9691,-121.66,36.7
9692,-121.65,36.69
9693,-121.64,36.68
9694,-121.63,36.68
9695,-121.61,36.68
9696,-121.62,36.68
9697,-121.61,36.69
9698,-121.61,36.67
9699,-121.62,36.67
9700,-121.62,36.67
9701,-121.63,36.67
9702,-121.64,36.67
9703,-121.63,36.65
9704,-121.64,36.66
9705,-121.65,36.66
9706,-121.65,36.66
9707,-121.65,36.67
9708,-121.65,36.67
9709,-121.66,36.68
9710,-121.66,36.67
9711,-121.66,36.67
9712,-121.67,36.66
9713,-121.67,36.67
9714,-121.68,36.67
9715,-121.67,36.68
9716,-121.66,36.69
9717,-121.79,36.85
9718,-121.77,36.87
9719,-121.73,36.9
9720,-121.71,36.9
9721,-121.68,36.9
9722,-121.66,36.89
9723,-121.76,36.83
9724,-121.73,36.86
9725,-121.71,36.88
9726,-121.73,36.85
9727,-121.7,36.84
9728,-121.65,36.85
9729,-121.69,36.8
9730,-121.74,36.79
9731,-121.72,36.81
9732,-121.69,36.81
9733,-121.66,36.82
9734,-121.64,36.82
9735,-121.76,36.75
9736,-121.7,36.77
9737,-121.76,36.77
9738,-121.75,36.77
9739,-121.75,36.76
9740,-121.64,36.74
9741,-121.64,36.8
9742,-121.6,36.81
9743,-121.65,36.77
9744,-121.68,36.72
9745,-121.7,36.67
9746,-121.62,36.63
9747,-121.54,36.7
9748,-121.62,36.69
9749,-121.62,36.69
9750,-121.69,36.62
9751,-121.7,36.6
9752,-121.67,36.58
9753,-121.59,36.55
9754,-121.7,36.55
9755,-121.69,36.52
9756,-121.43,36.5
9757,-121.44,36.51
9758,-121.45,36.51
9759,-121.42,36.57
9760,-121.48,36.49
9761,-121.74,36.49
9762,-121.73,36.5
9763,-121.74,36.47
9764,-121.7,36.48
9765,-121.62,36.43
9766,-121.66,36.37
9767,-121.31,36.42
9768,-121.32,36.42
9769,-121.32,36.43
9770,-121.33,36.43
9771,-121.4,36.38
9772,-121.23,36.33
9773,-121.25,36.32
9774,-121.26,36.32
9775,-121.24,36.33
9776,-121.24,36.34
9777,-121.12,36.21
9778,-121.13,36.21
9779,-121.13,36.21
9780,-121.13,36.21
9781,-121.13,36.2
9782,-121.02,36.24
9783,-121.2,36.14
9784,-121.39,36.16
9785,-121.32,35.95
9786,-121.0,35.94
9787,-120.79,36.06
9788,-120.51,35.91
9789,-121.91,36.42
9790,-121.84,36.25
9791,-121.62,36.14
9792,-121.87,36.55
9793,-121.82,36.54
9794,-121.77,36.53
9795,-121.84,36.52
9796,-121.88,36.49
9797,-121.92,36.57
9798,-121.91,36.55
9799,-121.92,36.54
9800,-121.92,36.56
9801,-121.94,36.55
9802,-121.92,36.56
9803,-121.92,36.55
9804,-121.92,36.55
9805,-121.92,36.55
9806,-121.95,36.61
9807,-121.93,36.59
9808,-121.95,36.6
9809,-121.95,36.59
9810,-121.94,36.58
9811,-121.94,36.57
9812,-121.93,36.6
9813,-121.92,36.61
9814,-121.93,36.62
9815,-121.92,36.61
9816,-121.93,36.62
9817,-121.92,36.62
9818,-121.92,36.62
9819,-121.92,36.62
9820,-121.91,36.62
9821,-121.92,36.62
9822,-121.92,36.62
9823,-121.92,36.62
9824,-121.91,36.62
9825,-121.91,36.62
9826,-121.71,36.78
9827,-121.92,36.62
9828,-121.91,36.62
9829,-121.91,36.62
9830,-121.91,36.63
9831,-121.93,36.63
9832,-121.93,36.63
9833,-121.92,36.63
9834,-121.93,36.63
9835,-121.92,36.63
9836,-121.89,36.63
9837,-121.9,36.61
9838,-121.91,36.61
9839,-121.92,36.61
9840,-121.92,36.61
9841,-121.9,36.6
9842,-121.9,36.6
9843,-121.9,36.6
9844,-121.9,36.59
9845,-121.9,36.58
9846,-121.91,36.59
9847,-121.91,36.6
9848,-121.91,36.59
9849,-121.89,36.6
9850,-121.89,36.6
9851,-121.88,36.6
9852,-121.88,36.59
9853,-121.89,36.59
9854,-121.89,36.59
9855,-121.88,36.58
9856,-121.86,36.58
9857,-121.81,36.57
9858,-121.87,36.61
9859,-121.86,36.6
9860,-121.86,36.6
9861,-121.86,36.6
9862,-121.85,36.6
9863,-121.85,36.59
9864,-121.84,36.59
9865,-121.83,36.61
9866,-121.83,36.6
9867,-121.84,36.61
9868,-121.84,36.6
9869,-121.84,36.61
9870,-121.84,36.61
9871,-121.82,36.61
9872,-121.83,36.61
9873,-121.83,36.61
9874,-121.83,36.62
9875,-121.83,36.62
9876,-121.85,36.6
9877,-121.85,36.61
9878,-121.86,36.63
9879,-121.84,36.62
9880,-121.79,36.64
9881,-121.8,36.68
9882,-121.79,36.68
9883,-121.8,36.72
9884,-121.8,36.69
9885,-121.77,36.71
9886,-122.29,38.3
9887,-122.29,38.3
9888,-122.3,38.3
9889,-122.3,38.3
9890,-122.29,38.3
9891,-122.28,38.29
9892,-122.29,38.29
9893,-122.3,38.29
9894,-122.3,38.29
9895,-122.29,38.28
9896,-122.26,38.29
9897,-122.27,38.29
9898,-122.28,38.3
9899,-122.28,38.29
9900,-122.27,38.29
9901,-122.26,38.28
9902,-122.27,38.28
9903,-122.26,38.31
9904,-122.27,38.32
9905,-122.27,38.31
9906,-122.28,38.32
9907,-122.29,38.32
9908,-122.3,38.32
9909,-122.3,38.31
9910,-122.29,38.31
9911,-122.28,38.31
9912,-122.29,38.31
9913,-122.3,38.3
9914,-122.31,38.34
9915,-122.31,38.33
9916,-122.3,38.33
9917,-122.31,38.33
9918,-122.31,38.32
9919,-122.32,38.33
9920,-122.33,38.33
9921,-122.32,38.32
9922,-122.32,38.32
9923,-122.31,38.32
9924,-122.32,38.32
9925,-122.33,38.31
9926,-122.31,38.3
9927,-122.31,38.31
9928,-122.31,38.3
9929,-122.32,38.29
9930,-122.33,38.29
9931,-122.3,38.29
9932,-122.3,38.29
9933,-122.3,38.28
9934,-122.31,38.27
9935,-122.3,38.27
9936,-122.3,38.25
9937,-122.21,38.28
9938,-122.24,38.25
9939,-122.28,38.22
9940,-122.29,38.19
9941,-122.25,38.17
9942,-122.23,38.17
9943,-122.25,38.16
9944,-122.26,38.16
9945,-122.39,38.37
9946,-122.37,38.33
9947,-122.35,38.3
9948,-122.33,38.21
9949,-122.4,38.34
9950,-122.33,38.38
9951,-122.4,38.41
9952,-122.32,38.35
9953,-122.36,38.41
9954,-122.36,38.4
9955,-122.18,38.35
9956,-122.21,38.41
9957,-122.29,38.4
9958,-122.33,38.39
9959,-122.28,38.34
9960,-122.26,38.36
9961,-122.26,38.33
9962,-122.23,38.33
9963,-122.24,38.31
9964,-122.52,38.53
9965,-122.48,38.48
9966,-122.4,38.46
9967,-122.47,38.51
9968,-122.47,38.51
9969,-122.48,38.51
9970,-122.48,38.5
9971,-122.47,38.5
9972,-122.45,38.51
9973,-122.4,38.53
9974,-122.44,38.57
9975,-122.45,38.58
9976,-122.47,38.6
9977,-122.48,38.54
9978,-122.46,38.53
9979,-122.27,38.68
9980,-122.26,38.57
9981,-122.27,38.53
9982,-122.18,38.49
9983,-122.52,38.67
9984,-122.59,38.56
9985,-122.57,38.58
9986,-122.58,38.59
9987,-122.58,38.58
9988,-122.59,38.58
9989,-121.07,39.15
9990,-121.07,39.09
9991,-121.1,39.08
9992,-121.11,39.09
9993,-121.12,39.03
9994,-121.05,39.13
9995,-121.03,39.14
9996,-121.07,39.13
9997,-121.05,39.11
9998,-121.04,39.08
9999,-121.0,39.09
10000,-121.08,39.02
10001,-121.07,39.05
10002,-121.07,39.04
10003,-121.03,39.05
10004,-121.06,39.04
10005,-121.06,39.04
10006,-121.06,39.03
10007,-121.22,39.11
10008,-121.19,39.05
10009,-121.14,39.1
10010,-121.12,39.2
10011,-121.1,39.15
10012,-121.08,39.18
10013,-121.18,39.26
10014,-121.18,39.25
10015,-121.2,39.25
10016,-121.18,39.23
10017,-121.21,39.24
10018,-121.2,39.23
10019,-121.18,39.19
10020,-121.16,39.18
10021,-121.25,39.17
10022,-121.2,39.2
10023,-121.15,39.23
10024,-121.24,39.22
10025,-121.23,39.27
10026,-121.07,39.23
10027,-121.04,39.24
10028,-121.05,39.23
10029,-121.06,39.23
10030,-121.06,39.22
10031,-121.09,39.23
10032,-121.07,39.22
10033,-121.08,39.22
10034,-121.08,39.21
10035,-121.09,39.22
10036,-121.07,39.2
10037,-121.02,39.23
10038,-121.04,39.22
10039,-121.03,39.21
10040,-121.05,39.2
10041,-121.06,39.21
10042,-121.05,39.21
10043,-120.94,39.22
10044,-120.83,39.27
10045,-121.0,39.23
10046,-120.99,39.22
10047,-120.99,39.2
10048,-120.93,39.17
10049,-120.99,39.13
10050,-120.99,39.18
10051,-121.0,39.16
10052,-121.04,39.19
10053,-121.02,39.17
10054,-121.02,39.27
10055,-121.03,39.26
10056,-121.0,39.26
10057,-121.02,39.25
10058,-121.06,39.29
10059,-120.94,39.32
10060,-121.06,39.25
10061,-120.89,39.3
10062,-120.99,39.26
10063,-120.91,39.39
10064,-121.03,39.37
10065,-121.13,39.31
10066,-120.74,39.39
10067,-120.09,39.4
10068,-120.17,39.33
10069,-120.2,39.33
10070,-120.19,39.32
10071,-120.17,39.32
10072,-120.17,39.33
10073,-120.1,39.37
10074,-120.1,39.33
10075,-120.15,39.36
10076,-120.26,39.32
10077,-120.35,39.34
10078,-120.27,39.35
10079,-120.25,39.34
10080,-120.24,39.35
10081,-120.23,39.36
10082,-120.22,39.35
10083,-120.21,39.35
10084,-120.19,39.35
10085,-117.95,33.94
10086,-117.96,33.94
10087,-117.97,33.94
10088,-117.97,33.94
10089,-117.97,33.94
10090,-117.97,33.93
10091,-117.97,33.93
10092,-117.96,33.93
10093,-117.96,33.93
10094,-117.96,33.94
10095,-117.94,33.93
10096,-117.94,33.93
10097,-117.94,33.93
10098,-117.95,33.93
10099,-117.95,33.93
10100,-117.96,33.93
10101,-117.97,33.92
10102,-117.97,33.93
10103,-117.97,33.92
10104,-117.96,33.92
10105,-117.95,33.92
10106,-117.94,33.92
10107,-117.95,33.92
10108,-117.95,33.92
10109,-117.94,33.92
10110,-117.95,33.92
10111,-117.94,33.94
10112,-117.94,33.94
10113,-117.95,33.94
10114,-117.94,33.94
10115,-117.93,33.94
10116,-117.93,33.94
10117,-117.93,33.93
10118,-117.92,33.94
10119,-117.92,33.94
10120,-117.93,33.92
10121,-117.93,33.93
10122,-117.93,33.93
10123,-117.92,33.93
10124,-117.91,33.93
10125,-117.91,33.94
10126,-117.89,33.94
10127,-117.88,33.93
10128,-117.9,33.93
10129,-117.89,33.92
10130,-117.9,33.92
10131,-117.91,33.92
10132,-117.91,33.91
10133,-117.91,33.91
10134,-117.91,33.91
10135,-117.91,33.91
10136,-117.89,33.92
10137,-117.89,33.91
10138,-117.9,33.91
10139,-117.89,33.92
10140,-117.89,33.92
10141,-117.89,33.9
10142,-117.89,33.9
10143,-117.9,33.9
10144,-117.9,33.91
10145,-117.9,33.91
10146,-117.92,33.92
10147,-117.92,33.91
10148,-117.92,33.91
10149,-117.91,33.9
10150,-117.92,33.89
10151,-117.92,33.9
10152,-117.93,33.91
10153,-117.9,33.9
10154,-117.9,33.88
10155,-117.89,33.89
10156,-117.92,33.89
10157,-117.97,33.91
10158,-117.96,33.9
10159,-117.95,33.9
10160,-117.96,33.9
10161,-117.98,33.9
10162,-117.96,33.88
10163,-117.95,33.89
10164,-117.96,33.89
10165,-117.94,33.91
10166,-117.93,33.9
10167,-117.94,33.89
10168,-117.94,33.88
10169,-117.94,33.9
10170,-117.98,33.87
10171,-117.98,33.87
10172,-117.98,33.86
10173,-117.98,33.86
10174,-117.97,33.87
10175,-117.97,33.86
10176,-117.97,33.86
10177,-117.97,33.86
10178,-117.96,33.86
10179,-117.96,33.86
10180,-117.96,33.87
10181,-117.95,33.86
10182,-117.95,33.86
10183,-117.96,33.86
10184,-117.94,33.88
10185,-117.95,33.87
10186,-117.95,33.87
10187,-117.95,33.87
10188,-117.96,33.87
10189,-117.96,33.87
10190,-117.95,33.88
10191,-117.94,33.86
10192,-117.94,33.86
10193,-117.95,33.86
10194,-117.93,33.86
10195,-117.93,33.86
10196,-117.94,33.86
10197,-117.94,33.86
10198,-117.93,33.88
10199,-117.93,33.87
10200,-117.94,33.87
10201,-117.94,33.88
10202,-117.92,33.87
10203,-117.92,33.87
10204,-117.93,33.87
10205,-117.93,33.88
10206,-117.93,33.88
10207,-117.92,33.88
10208,-117.91,33.88
10209,-117.92,33.88
10210,-117.92,33.88
10211,-117.91,33.89
10212,-117.9,33.88
10213,-117.9,33.88
10214,-117.9,33.87
10215,-117.9,33.87
10216,-117.91,33.87
10217,-117.91,33.87
10218,-117.88,33.89
10219,-117.88,33.89
10220,-117.88,33.88
10221,-117.89,33.88
10222,-117.89,33.88
10223,-117.89,33.88
10224,-117.89,33.87
10225,-117.89,33.87
10226,-117.88,33.87
10227,-117.89,33.87
10228,-117.93,33.87
10229,-117.93,33.86
10230,-117.93,33.86
10231,-117.93,33.86
10232,-117.93,33.87
10233,-117.89,33.86
10234,-117.91,33.86
10235,-117.92,33.86
10236,-117.92,33.87
10237,-117.87,33.91
10238,-117.88,33.9
10239,-117.88,33.9
10240,-117.88,33.89
10241,-117.88,33.89
10242,-117.87,33.89
10243,-117.86,33.91
10244,-117.86,33.9
10245,-117.86,33.9
10246,-117.87,33.9
10247,-117.86,33.89
10248,-117.86,33.89
10249,-117.87,33.89
10250,-117.86,33.88
10251,-117.87,33.89
10252,-117.87,33.89
10253,-117.87,33.88
10254,-117.87,33.88
10255,-117.87,33.88
10256,-117.87,33.88
10257,-117.86,33.87
10258,-117.87,33.85
10259,-117.85,33.86
10260,-117.85,33.89
10261,-117.85,33.88
10262,-117.86,33.88
10263,-117.85,33.87
10264,-117.85,33.9
10265,-117.85,33.9
10266,-117.84,33.89
10267,-117.85,33.89
10268,-117.88,33.87
10269,-117.87,33.86
10270,-117.87,33.87
10271,-117.87,33.87
10272,-117.87,33.87
10273,-117.86,33.87
10274,-117.88,33.85
10275,-117.87,33.86
10276,-117.88,33.85
10277,-117.81,33.89
10278,-117.82,33.88
10279,-117.82,33.89
10280,-117.81,33.88
10281,-117.82,33.89
10282,-117.78,33.86
10283,-117.76,33.87
10284,-117.83,33.9
10285,-117.84,33.9
10286,-117.83,33.89
10287,-117.83,33.88
10288,-117.84,33.89
10289,-117.83,33.88
10290,-117.82,33.88
10291,-117.83,33.87
10292,-117.81,33.88
10293,-117.81,33.87
10294,-117.8,33.87
10295,-117.81,33.86
10296,-117.87,33.92
10297,-117.88,33.92
10298,-117.85,33.92
10299,-117.87,33.92
10300,-117.83,33.93
10301,-117.8,33.92
10302,-117.8,33.89
10303,-117.79,33.88
10304,-117.78,33.87
10305,-117.78,33.88
10306,-117.78,33.9
10307,-117.82,33.9
10308,-117.8,33.9
10309,-117.74,33.89
10310,-117.76,33.88
10311,-117.77,33.88
10312,-117.78,33.89
10313,-117.8,33.85
10314,-117.82,33.85
10315,-117.82,33.85
10316,-117.8,33.85
10317,-117.82,33.84
10318,-117.81,33.84
10319,-117.79,33.84
10320,-117.78,33.85
10321,-117.78,33.86
10322,-117.76,33.87
10323,-117.78,33.81
10324,-117.77,33.8
10325,-117.8,33.79
10326,-117.79,33.8
10327,-117.77,33.85
10328,-117.76,33.84
10329,-117.75,33.84
10330,-117.76,33.83
10331,-117.77,33.84
10332,-117.76,33.86
10333,-117.75,33.83
10334,-117.74,33.85
10335,-117.78,33.82
10336,-117.76,33.81
10337,-117.81,33.8
10338,-117.81,33.79
10339,-117.8,33.81
10340,-117.8,33.78
10341,-117.8,33.78
10342,-117.69,33.8
10343,-117.66,33.61
10344,-117.66,33.62
10345,-117.67,33.61
10346,-117.66,33.61
10347,-117.66,33.61
10348,-117.66,33.6
10349,-117.66,33.6
10350,-117.67,33.61
10351,-117.68,33.63
10352,-117.68,33.63
10353,-117.67,33.63
10354,-117.62,33.77
10355,-117.6,33.72
10356,-117.67,33.6
10357,-117.66,33.59
10358,-117.67,33.6
10359,-117.66,33.58
10360,-117.67,33.57
10361,-117.66,33.57
10362,-117.7,33.62
10363,-117.69,33.62
10364,-117.68,33.61
10365,-117.69,33.61
10366,-117.68,33.6
10367,-117.65,33.65
10368,-117.66,33.64
10369,-117.67,33.64
10370,-117.66,33.65
10371,-117.65,33.65
10372,-117.65,33.63
10373,-117.65,33.65
10374,-117.66,33.63
10375,-117.63,33.65
10376,-117.62,33.64
10377,-117.64,33.63
10378,-117.64,33.64
10379,-117.64,33.65
10380,-117.63,33.62
10381,-117.63,33.63
10382,-117.65,33.62
10383,-117.64,33.62
10384,-117.66,33.62
10385,-117.65,33.6
10386,-117.64,33.61
10387,-117.65,33.6
10388,-117.64,33.59
10389,-117.66,33.58
10390,-117.65,33.57
10391,-117.65,33.58
10392,-117.66,33.57
10393,-117.65,33.59
10394,-117.67,33.54
10395,-117.67,33.54
10396,-117.67,33.55
10397,-117.67,33.56
10398,-117.64,33.51
10399,-117.64,33.51
10400,-117.55,33.52
10401,-117.59,33.61
10402,-117.58,33.6
10403,-117.49,33.64
10404,-117.59,33.67
10405,-117.53,33.69
10406,-117.59,33.66
10407,-117.58,33.66
10408,-117.58,33.65
10409,-117.59,33.66
10410,-117.59,33.65
10411,-117.6,33.65
10412,-117.61,33.67
10413,-117.64,33.66
10414,-117.59,33.65
10415,-117.58,33.65
10416,-117.61,33.63
10417,-117.65,33.53
10418,-117.62,33.42
10419,-117.63,33.38
10420,-117.61,33.41
10421,-117.61,33.42
10422,-117.6,33.41
10423,-117.62,33.47
10424,-117.63,33.45
10425,-117.63,33.47
10426,-117.61,33.45
10427,-117.63,33.46
10428,-117.64,33.45
10429,-117.65,33.42
10430,-117.64,33.45
10431,-117.62,33.43
10432,-117.62,33.43
10433,-117.62,33.43
10434,-117.65,33.4
10435,-117.62,33.43
10436,-117.61,33.43
10437,-117.62,33.42
10438,-117.62,33.42
10439,-117.6,33.45
10440,-117.59,33.44
10441,-117.59,33.4
10442,-117.59,33.41
10443,-117.6,33.42
10444,-117.61,33.43
10445,-117.6,33.43
10446,-117.61,33.44
10447,-117.59,33.43
10448,-117.67,33.47
10449,-117.67,33.46
10450,-117.67,33.44
10451,-117.67,33.46
10452,-117.66,33.46
10453,-117.66,33.46
10454,-117.66,33.48
10455,-117.65,33.49
10456,-117.64,33.49
10457,-117.65,33.48
10458,-117.65,33.48
10459,-117.63,33.5
10460,-117.63,33.47
10461,-117.65,33.46
10462,-117.64,33.48
10463,-117.65,33.45
10464,-117.73,33.49
10465,-117.76,33.48
10466,-117.74,33.51
10467,-117.73,33.53
10468,-117.72,33.54
10469,-117.72,33.53
10470,-117.72,33.51
10471,-117.72,33.49
10472,-117.73,33.49
10473,-117.73,33.51
10474,-117.69,33.6
10475,-117.68,33.6
10476,-117.69,33.6
10477,-117.7,33.6
10478,-117.69,33.6
10479,-117.69,33.6
10480,-117.69,33.59
10481,-117.68,33.59
10482,-117.69,33.58
10483,-117.68,33.59
10484,-117.69,33.58
10485,-117.68,33.47
10486,-117.68,33.48
10487,-117.68,33.49
10488,-117.68,33.49
10489,-117.67,33.49
10490,-117.67,33.49
10491,-117.68,33.51
10492,-117.68,33.49
10493,-117.69,33.48
10494,-117.69,33.47
10495,-117.66,33.51
10496,-117.66,33.5
10497,-117.67,33.51
10498,-117.67,33.51
10499,-117.67,33.51
10500,-117.69,33.47
10501,-117.7,33.47
10502,-117.7,33.47
10503,-117.69,33.47
10504,-117.7,33.47
10505,-117.72,33.43
10506,-117.68,33.55
10507,-117.68,33.54
10508,-117.68,33.52
10509,-117.69,33.55
10510,-117.69,33.54
10511,-117.69,33.53
10512,-117.69,33.52
10513,-117.7,33.51
10514,-117.69,33.52
10515,-117.7,33.53
10516,-117.71,33.52
10517,-117.71,33.51
10518,-117.71,33.51
10519,-117.68,33.57
10520,-117.69,33.55
10521,-117.69,33.55
10522,-117.7,33.54
10523,-117.7,33.55
10524,-117.7,33.56
10525,-117.7,33.56
10526,-117.7,33.57
10527,-117.71,33.54
10528,-117.71,33.54
10529,-117.71,33.58
10530,-117.7,33.57
10531,-117.71,33.57
10532,-117.71,33.57
10533,-117.68,33.51
10534,-117.69,33.51
10535,-117.7,33.5
10536,-117.71,33.49
10537,-117.7,33.5
10538,-117.7,33.48
10539,-117.7,33.48
10540,-117.71,33.47
10541,-117.74,33.46
10542,-117.71,33.47
10543,-117.7,33.68
10544,-117.76,33.71
10545,-117.75,33.71
10546,-117.76,33.7
10547,-117.77,33.71
10548,-117.77,33.7
10549,-117.77,33.7
10550,-117.69,33.65
10551,-117.71,33.65
10552,-117.7,33.65
10553,-117.71,33.64
10554,-117.71,33.63
10555,-117.71,33.63
10556,-117.71,33.63
10557,-117.7,33.63
10558,-117.72,33.64
10559,-117.7,33.62
10560,-117.7,33.63
10561,-117.71,33.62
10562,-117.76,33.72
10563,-117.76,33.72
10564,-117.75,33.72
10565,-117.76,33.72
10566,-117.76,33.71
10567,-117.74,33.73
10568,-117.69,33.66
10569,-117.69,33.66
10570,-117.67,33.67
10571,-117.67,33.66
10572,-117.68,33.65
10573,-117.64,33.68
10574,-117.7,33.72
10575,-117.69,33.65
10576,-117.7,33.64
10577,-117.69,33.63
10578,-117.69,33.64
10579,-117.69,33.64
10580,-117.82,33.71
10581,-117.82,33.72
10582,-117.81,33.73
10583,-117.8,33.72
10584,-117.81,33.71
10585,-117.82,33.72
10586,-117.77,33.7
10587,-117.77,33.69
10588,-117.77,33.69
10589,-117.77,33.69
10590,-117.78,33.69
10591,-117.78,33.68
10592,-117.78,33.69
10593,-117.8,33.69
10594,-117.79,33.69
10595,-117.79,33.68
10596,-117.8,33.68
10597,-117.8,33.69
10598,-117.8,33.69
10599,-117.8,33.68
10600,-117.8,33.68
10601,-117.81,33.67
10602,-117.81,33.67
10603,-117.81,33.67
10604,-117.81,33.67
10605,-117.81,33.67
10606,-117.81,33.68
10607,-117.78,33.68
10608,-117.78,33.68
10609,-117.79,33.68
10610,-117.78,33.68
10611,-117.79,33.68
10612,-117.79,33.68
10613,-117.8,33.67
10614,-117.8,33.67
10615,-117.8,33.67
10616,-117.81,33.69
10617,-117.81,33.68
10618,-117.82,33.68
10619,-117.82,33.68
10620,-117.82,33.67
10621,-117.83,33.68
10622,-117.82,33.68
10623,-117.77,33.67
10624,-117.77,33.72
10625,-117.77,33.72
10626,-117.77,33.71
10627,-117.77,33.71
10628,-117.77,33.71
10629,-117.78,33.71
10630,-117.78,33.71
10631,-117.79,33.73
10632,-117.78,33.7
10633,-117.79,33.7
10634,-117.79,33.71
10635,-117.79,33.71
10636,-117.79,33.7
10637,-117.8,33.7
10638,-117.79,33.7
10639,-117.79,33.69
10640,-117.79,33.69
10641,-117.8,33.69
10642,-117.8,33.55
10643,-117.79,33.56
10644,-117.81,33.56
10645,-117.8,33.55
10646,-117.77,33.6
10647,-117.8,33.53
10648,-117.78,33.54
10649,-117.79,33.55
10650,-117.75,33.54
10651,-117.77,33.51
10652,-117.77,33.55
10653,-117.73,33.57
10654,-117.86,33.67
10655,-117.82,33.67
10656,-117.83,33.67
10657,-117.83,33.66
10658,-117.83,33.66
10659,-117.81,33.67
10660,-117.8,33.66
10661,-117.81,33.66
10662,-117.81,33.66
10663,-117.82,33.66
10664,-117.84,33.64
10665,-117.87,33.61
10666,-117.86,33.61
10667,-117.88,33.55
10668,-117.84,33.6
10669,-117.86,33.62
10670,-117.86,33.62
10671,-117.85,33.62
10672,-117.85,33.61
10673,-117.85,33.62
10674,-117.86,33.63
10675,-117.77,33.54
10676,-117.76,33.54
10677,-117.77,33.54
10678,-117.77,33.53
10679,-117.8,33.52
10680,-117.76,33.53
10681,-117.76,33.53
10682,-117.76,33.53
10683,-117.77,33.53
10684,-117.78,33.51
10685,-117.73,33.63
10686,-117.74,33.62
10687,-117.75,33.64
10688,-117.72,33.62
10689,-117.72,33.62
10690,-117.71,33.61
10691,-117.72,33.63
10692,-117.72,33.62
10693,-117.73,33.61
10694,-117.74,33.62
10695,-117.74,33.61
10696,-117.74,33.61
10697,-117.75,33.61
10698,-117.75,33.6
10699,-117.75,33.61
10700,-117.73,33.61
10701,-117.7,33.61
10702,-117.7,33.6
10703,-117.71,33.6
10704,-117.71,33.6
10705,-117.72,33.61
10706,-117.72,33.61
10707,-117.71,33.61
10708,-117.71,33.61
10709,-117.71,33.6
10710,-117.7,33.6
10711,-117.7,33.6
10712,-117.7,33.59
10713,-117.84,33.66
10714,-117.84,33.66
10715,-117.84,33.65
10716,-117.83,33.66
10717,-117.83,33.65
10718,-117.83,33.65
10719,-117.82,33.66
10720,-117.81,33.63
10721,-117.82,33.65
10722,-117.8,33.63
10723,-117.8,33.64
10724,-117.8,33.63
10725,-117.82,33.64
10726,-117.81,33.64
10727,-117.81,33.64
10728,-117.88,33.6
10729,-117.87,33.6
10730,-117.87,33.6
10731,-117.87,33.59
10732,-117.87,33.6
10733,-117.86,33.6
10734,-117.87,33.6
10735,-117.89,33.6
10736,-117.9,33.61
10737,-117.91,33.61
10738,-117.91,33.6
10739,-117.92,33.57
10740,-117.9,33.6
10741,-117.92,33.61
10742,-117.91,33.61
10743,-117.92,33.61
10744,-117.92,33.61
10745,-117.91,33.61
10746,-117.88,33.63
10747,-117.89,33.62
10748,-117.88,33.64
10749,-117.9,33.61
10750,-117.89,33.61
10751,-117.89,33.61
10752,-117.89,33.61
10753,-117.89,33.61
10754,-117.89,33.6
10755,-117.89,33.61
10756,-117.9,33.61
10757,-117.87,33.64
10758,-117.86,33.65
10759,-117.87,33.63
10760,-117.87,33.62
10761,-117.87,33.62
10762,-117.88,33.65
10763,-117.9,33.63
10764,-117.91,33.63
10765,-117.9,33.63
10766,-117.9,33.63
10767,-117.9,33.63
10768,-117.88,33.66
10769,-117.89,33.66
10770,-117.9,33.66
10771,-117.9,33.65
10772,-117.89,33.66
10773,-117.9,33.65
10774,-117.9,33.64
10775,-117.9,33.65
10776,-117.9,33.65
10777,-117.91,33.65
10778,-117.9,33.65
10779,-117.91,33.65
10780,-117.91,33.64
10781,-117.9,33.64
10782,-117.91,33.64
10783,-117.91,33.64
10784,-117.91,33.63
10785,-117.92,33.63
10786,-117.91,33.63
10787,-117.92,33.64
10788,-117.91,33.64
10789,-117.92,33.63
10790,-117.91,33.63
10791,-117.92,33.62
10792,-117.92,33.63
