city_name,date,pm2_5,pm_2_5_previous_1_day,pm_2_5_previous_2_day,pm_2_5_previous_3_day,pm_2_5_previous_4_day,pm_2_5_previous_5_day,pm_2_5_previous_6_day,pm_2_5_previous_7_day,mean_7_days,mean_14_days,mean_28_days,std_7_days,exp_mean_7_days,exp_std_7_days,std_14_days,exp_mean_14_days,exp_std_14_days,std_28_days,exp_mean_28_days,exp_std_28_days,year,day_of_month,month,day_of_week,is_weekend,sin_day_of_year,cos_day_of_year,sin_day_of_week,cos_day_of_week
London,2023-04-06,6.0,14.0,12.0,8.0,6.0,5.0,6.0,11.0,8.857142857142858,8.428571428571429,7.714285714285714,3.484660262185848,9.77340207811569,3.559704759967189,2.6228078235206027,8.737225259787104,3.0973580831515797,2.2909991812912653,8.21574680390738,2.7497257049194626,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Dallas,2023-04-06,6.5,10.2,9.8,10.8,10.7,7.1,7.2,12.4,9.742857142857144,11.321428571428571,10.549999999999999,1.9475259030003036,10.427238257655432,2.545091777377873,3.947575413890357,10.694032956634636,3.27608381241683,3.606116203628784,10.843375467459705,3.566699383380014,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Columbus,2023-04-06,6.8,7.9,8.1,4.2,5.5,7.4,6.9,10.7,7.242857142857143,7.8999999999999995,7.464285714285714,2.0638613833113406,7.390580087893068,2.181685302708403,2.3221342967855447,7.624423223079657,2.327694879543407,2.2976984113277332,7.723659801197317,2.373850026293093,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Tallinn,2023-04-06,7.0,3.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.5714285714285716,3.25,1.154700538379255,2.618785808216666,1.150460117421609,1.0894095588038437,2.816500693415554,1.7798108930589136,2.5037009642763888,3.0670786882880745,2.2700337664513066,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Chicago,2023-04-06,7.9,10.6,17.1,13.2,9.8,9.5,12.6,15.0,12.542857142857143,14.514285714285716,12.296428571428569,2.8224440607725967,13.089641933246513,4.245963768364987,6.0629844317613255,13.370938391366725,5.105424834286452,5.713433302824154,13.312275302925345,5.556115921172305,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Marseille,2023-04-06,8.0,8.0,7.0,3.0,2.0,5.0,12.0,7.0,6.285714285714286,6.357142857142857,6.714285714285714,3.3523268393900745,6.28422490487233,2.939133219004864,2.790289283517848,6.70403407446415,3.9601107608851485,2.8913298600796993,8.231098731603955,6.521503866572747,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Stockholm,2023-04-06,8.0,6.0,11.0,7.0,5.0,3.0,4.0,4.0,5.714285714285714,5.071428571428571,5.642857142857143,2.690370836538195,6.298041698704254,2.846873167121774,2.3358176204584047,5.744754116339811,2.903102991336268,3.444956439162166,5.525717557760593,3.0477779109603436,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Houston,2023-04-06,8.8,12.2,8.5,9.2,15.5,14.2,9.1,12.5,11.599999999999998,12.407142857142858,11.674999999999999,2.731300056749532,11.579241137068449,2.9133227017164214,3.455979052134316,11.838148848795283,3.0861635065718187,3.147912300533777,11.763486605140127,3.098437660850547,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Phoenix-Mesa,2023-04-06,9.3,11.0,4.7,13.9,11.4,13.1,11.8,3.9,9.971428571428573,12.285714285714286,13.467857142857142,4.006542268887351,10.61273550592323,4.177368223316338,4.263234081676119,11.61125185381827,4.659427287172249,5.214513476217202,12.818221910356215,5.349967927301479,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Varna,2023-04-06,9.7,5.5,8.4,9.0,6.1,10.8,13.8,8.6,8.885714285714286,10.278571428571427,10.314285714285715,2.8097618946739757,8.230509532372576,2.9064567100107164,4.108561150241617,9.3047396927316,3.515068978555334,3.6791418369077156,10.133863167919962,3.8131163025828094,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Athina,2023-04-06,10.0,10.0,8.0,15.0,22.0,14.0,12.0,15.0,13.714285714285714,15.071428571428571,16.071428571428573,4.498677054212187,12.999491313694625,5.307413484388062,5.730677040338203,14.657685216274812,6.368505870207648,7.065453624547751,16.15555476782403,7.257937029776067,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Gdansk,2023-04-06,10.0,9.0,4.0,4.0,4.0,5.0,7.0,22.0,7.857142857142857,7.714285714285714,11.928571428571429,6.517376042257379,6.953356278457922,4.862690335262014,4.730076783058219,8.544917535075736,6.793818595235331,8.589091149387507,10.101432798308792,7.757473385552515,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
San Francisco,2023-04-06,10.3,10.5,5.6,6.2,10.3,12.7,11.9,9.1,9.471428571428572,9.142857142857142,10.625,2.704757712941064,9.048592793224856,2.839697435010794,2.1974510708525834,9.602325602561885,3.583611416712509,5.1268086239557125,10.312748600314672,4.663569710855139,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Berlin,2023-04-06,11.0,9.0,6.0,4.0,5.0,8.0,5.0,9.0,6.571428571428571,6.142857142857143,8.642857142857142,2.0701966780270684,6.768920229845703,2.5300215547333873,2.2483204964917793,7.160746670908655,3.413241063846049,4.6842073973938145,7.977874566383864,4.185579136209978,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Wien,2023-04-06,11.0,8.0,7.0,6.0,3.0,1.0,6.0,12.0,6.142857142857143,14.571428571428571,11.392857142857142,3.5321651258385836,7.791470831880736,7.74493507591216,15.204828614187441,10.182755193842118,10.917251589807169,11.376842254445634,11.707665434639559,11.502665027288721,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Denver,2023-04-06,11.8,5.2,7.3,8.2,10.5,12.6,5.7,12.6,8.87142857142857,10.35,11.257142857142856,3.0798886807341344,8.581005595289538,3.5221073323243344,3.521964049962855,9.874289983544328,3.688596586091801,3.2258709500293694,10.683091063635837,3.5374243120533237,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Paris,2023-04-06,12.0,17.0,8.0,9.0,10.0,3.0,6.0,6.0,8.428571428571429,6.785714285714286,6.571428571428571,4.429339411136556,9.71294976331152,4.980924107162113,3.619999392872274,8.202687573109317,4.469224594022104,2.898640440295478,8.124492132993936,5.26054149926721,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Sevilla,2023-04-06,12.0,12.0,17.0,13.0,6.0,7.0,10.0,11.0,10.857142857142858,9.714285714285714,8.607142857142858,3.7161167647860354,11.52946848150164,3.8128319380099143,3.3149677206589816,10.363637856347772,3.6280178320399163,2.960721705238946,9.514404023854953,3.4698121758657856,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Atlanta,2023-04-06,12.6,8.2,11.5,13.7,4.0,6.6,7.6,17.7,9.9,9.321428571428571,10.428571428571429,4.685438435550438,9.4590231691262,3.760485785931196,4.357871493750586,9.526471778490544,4.016068579411989,4.607229194055886,9.75423539734289,4.123171986204398,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
München,2023-04-06,15.0,14.0,11.0,7.0,4.0,2.0,8.0,9.0,7.857142857142857,6.571428571428571,6.75,4.059087394500206,8.742393282266388,4.337670460139485,3.227627986243529,7.7861115605227935,4.131193128639475,3.1695892945768707,8.081196915439536,5.141876812306633,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Napoli,2023-04-06,15.0,12.0,12.0,21.0,10.0,11.0,13.0,10.0,12.714285714285714,13.071428571428571,16.214285714285715,3.8172540616821333,13.235094979377594,4.32358974654336,4.02806091379894,14.05558214174434,5.736526073240281,7.130306433896784,15.232963433865443,7.03235696936064,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Amsterdam,2023-04-06,16.0,18.0,7.0,3.0,3.0,6.0,5.0,11.0,7.571428571428571,7.285714285714286,7.892857142857143,5.349677337844556,8.814690191464633,6.213375446582842,4.008233284869286,7.988866863763764,5.022882082515543,3.8618675746355096,7.882761524616273,4.63249916055785,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Milano,2023-04-06,19.0,13.0,10.0,13.0,10.0,7.0,13.0,13.0,11.285714285714286,10.571428571428571,15.535714285714286,2.3603873774085096,11.541282180176855,3.8577064030708708,2.68082322931103,12.848010058659256,7.3292414466764395,10.012888519699835,15.380561915862778,10.273443165169368,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Salt Lake City,2023-04-06,19.4,9.9,5.8,11.0,20.9,20.3,15.0,13.8,13.814285714285715,14.107142857142858,15.257142857142856,5.494672744707243,12.49560225841741,5.481060948020535,4.432478779629761,13.81298884038092,5.201801975847477,5.181836409172771,14.585515590323686,5.300423380094222,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Kraków,2023-04-06,23.0,20.0,11.0,8.0,9.0,10.0,12.0,21.0,13.0,14.071428571428571,19.5,5.291502622129128,13.899492242426755,6.438843183763783,6.069650676987889,15.766941435298477,9.454261859625731,12.032363765186695,18.475401125380504,12.116654560138167,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Los Angeles,2023-04-06,23.7,18.8,6.5,12.7,33.7,36.4,27.8,13.0,21.27142857142857,20.335714285714285,22.125,11.490244309226602,18.929983290473846,10.496034500662196,8.651510063198586,20.346346093351865,10.534667471648246,11.296135851926765,21.329718671591184,10.849068485654543,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
New York,2023-04-06,27.9,16.6,21.6,14.7,6.3,14.4,22.8,7.5,14.842857142857143,15.685714285714287,14.428571428571429,6.313703916312289,15.900597823850942,5.325298920778904,5.488849836484189,15.388849824774974,5.510112680408662,5.9980772933441955,14.831345618479789,5.679471856944903,2023,6,4,3,0,0.9966589017541702,-0.08167639533042242,0.43388373911755823,-0.900968867902419
Houston,2023-04-07,4.4,8.8,12.2,8.5,9.2,15.5,14.2,9.1,11.071428571428571,12.421428571428569,11.528571428571428,2.8819636163064715,10.884429609188686,2.83817714257989,3.439404816898629,11.43250084095392,3.0663839885970687,3.183971098749478,11.55117595706092,3.0851303397125713,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Albuquerque,2023-04-07,5.0,5.2,9.3,2.9,3.8,7.6,6.1,4.9,5.685714285714285,7.371428571428572,7.257142857142857,2.2010819850159886,6.119297535269889,2.6294180846731114,2.8558788412752993,6.645248440928791,2.798549031239767,2.9876819419482032,7.070608323321979,2.8495307835285026,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
London,2023-04-07,5.0,6.0,14.0,12.0,8.0,6.0,5.0,6.0,8.142857142857142,8.142857142857142,7.607142857142857,3.484660262185849,8.830049870122066,3.5522256696066643,2.656114653953224,8.371756012259624,3.040741812820614,2.2987804450167775,8.057005867099683,2.712442595241602,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Stockholm,2023-04-07,5.0,8.0,6.0,11.0,7.0,5.0,3.0,4.0,6.285714285714286,5.071428571428571,5.785714285714286,2.6903708365381953,6.7235320355946655,2.5907829408225234,2.3358176204584047,6.0458703701606025,2.817142794270115,3.4572215654165057,5.702980551941737,3.0074948743754586,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Marseille,2023-04-07,6.0,8.0,8.0,7.0,3.0,2.0,5.0,12.0,6.428571428571429,6.357142857142857,6.5,3.408672412985359,6.713169446403252,2.6688665612473113,2.790289283517848,6.877069044798919,3.714489588607389,2.5312857221988083,8.214542314108423,6.283150400795383,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Tallinn,2023-04-07,6.0,7.0,3.0,2.0,2.0,2.0,3.0,5.0,3.4285714285714284,2.857142857142857,3.4285714285714284,1.902379462422686,3.7140913166017446,2.2785061124863044,1.6104057232283402,3.375073773267985,2.219389932175774,2.588129188895465,3.348841754497245,2.4192463143357292,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Tampa,2023-04-07,6.4,5.4,8.7,10.3,8.9,7.9,9.4,7.0,8.22857142857143,8.0,7.964285714285714,1.6306586457771048,7.996860081043219,1.925926995343902,1.593255013631384,8.121715530935813,1.7349559358443003,1.6355346358220453,8.239124018644393,1.843893328468597,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Madrid,2023-04-07,7.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,4.857142857142857,6.142857142857143,6.642857142857143,1.069044967649707,4.944253998136105,1.6383736242189395,1.875228923753986,5.752307082163866,2.0652055250958488,2.0039643250000787,6.534772723791767,2.7644280927224414,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Paris,2023-04-07,7.0,12.0,17.0,8.0,9.0,10.0,3.0,6.0,9.285714285714286,7.357142857142857,6.785714285714286,4.461475305855879,10.284713345858176,4.444252968865069,3.774553317579814,8.709697695977477,4.370747817056651,3.07145933293319,8.40214197472191,5.169519783297286,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Amsterdam,2023-04-07,8.0,16.0,18.0,7.0,3.0,3.0,6.0,5.0,8.285714285714286,7.857142857142857,8.142857142857142,6.156684327197708,10.611020858771877,6.344154483837111,4.638586370488695,9.058498524027796,5.464224382767201,4.151878519188059,8.46429820453007,4.947309165956474,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Sevilla,2023-04-07,8.0,12.0,12.0,17.0,13.0,6.0,7.0,10.0,11.0,9.857142857142858,8.892857142857142,3.7416573867739444,11.647101571672534,3.3093334954534694,3.370851133265511,10.582121899334263,3.4261331767494805,2.8846886437583814,9.692477544296418,3.406159533201529,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
München,2023-04-07,10.0,15.0,14.0,11.0,7.0,4.0,2.0,8.0,8.714285714285714,7.071428571428571,7.142857142857143,4.889249625940764,10.306797761758691,4.7620664655741445,3.9314175504573408,8.74929658531976,4.612226965470464,3.482381961672805,8.576875068419072,5.277360756485658,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Chicago,2023-04-07,10.2,7.9,10.6,17.1,13.2,9.8,9.5,12.6,11.528571428571427,13.521428571428572,12.200000000000001,3.058166272847338,11.79222912775266,4.405974908952153,5.914412458163085,12.6404688291658,5.129751636046738,5.765671076549804,12.924528088156734,5.538831311668287,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
San Francisco,2023-04-07,10.7,10.3,10.5,5.6,6.2,10.3,12.7,11.9,9.642857142857142,9.228571428571428,10.62142857142857,2.715300562158273,9.36144515487935,2.5279386500186964,2.2189493603361528,9.695477796061198,3.344829754299818,5.12700599533397,10.311835262764838,4.492912621416592,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Columbus,2023-04-07,11.2,6.8,7.9,8.1,4.2,5.5,7.4,6.9,6.685714285714285,7.8,7.439285714285715,1.3921548901236616,7.242934801655985,1.90947821423415,2.338309711670443,7.514347761111088,2.186157553846069,2.3011010706977078,7.65748679719022,2.2998474323377094,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Varna,2023-04-07,11.6,9.7,5.5,8.4,9.0,6.1,10.8,13.8,9.042857142857143,9.964285714285714,10.200000000000001,2.821853494222747,8.597882806824728,2.609211183421494,3.9593331106789535,9.357514116962252,3.274922218521156,3.645392830531288,10.102780263681753,3.6753511758838786,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Berlin,2023-04-07,12.0,11.0,9.0,6.0,4.0,5.0,8.0,5.0,6.857142857142857,6.5,8.357142857142858,2.5448360411214117,7.826692065643649,2.9524278772713557,2.594372608313852,7.673356665366883,3.4541575951794474,4.253227843643822,8.194386228111911,4.110001436373441,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Gdansk,2023-04-07,12.0,10.0,9.0,4.0,4.0,4.0,5.0,7.0,6.142857142857143,7.714285714285714,11.857142857142858,2.5448360411214033,7.715018572109344,4.445756775199325,4.730076783058219,8.73919745107639,6.34474932098895,8.59678788296896,10.094165931265064,7.473644565390405,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
New York,2023-04-07,12.4,27.9,16.6,21.6,14.7,6.3,14.4,22.8,17.75714285714286,16.242857142857144,15.246428571428572,7.0272937282325945,18.90045373719861,7.264021434798616,6.30637214809986,17.059315426352256,6.768518049393056,6.221913611961276,15.767612540169667,6.4616286780547245,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Athina,2023-04-07,13.0,10.0,10.0,8.0,15.0,22.0,14.0,12.0,13.0,14.857142857142858,15.928571428571429,4.654746681256316,12.249617143104112,4.805678676642965,5.8685228498797315,14.03579971192132,6.15182448455771,7.148833478674695,15.71455739001338,7.177311765398556,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Dallas,2023-04-07,13.4,6.5,10.2,9.8,10.8,10.7,7.1,7.2,8.9,11.357142857142858,10.275,1.8814887722226779,9.445426935940592,2.869136867289224,3.8976747083188084,10.134053443335123,3.389897777251758,3.611055555128199,10.53220656973354,3.6210842275152597,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Denver,2023-04-07,15.1,11.8,5.2,7.3,8.2,10.5,12.6,5.7,8.757142857142856,10.407142857142857,11.15,2.9296513688248136,9.385755636853924,3.4015581414929192,3.539766242980607,10.1314072186545,3.500123970769593,3.1528352907138,10.763108857444532,3.4206127489698765,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Phoenix-Mesa,2023-04-07,17.7,9.3,11.0,4.7,13.9,11.4,13.1,11.8,10.742857142857144,11.764285714285714,12.917857142857143,3.0478720133109043,10.284551042039459,3.6694359944098234,4.13960368650414,11.302657786581307,4.41323233869276,4.779977806505784,12.566168814324463,5.236591542253058,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Atlanta,2023-04-07,17.8,12.6,8.2,11.5,13.7,4.0,6.6,7.6,9.171428571428573,8.971428571428572,10.260714285714286,3.5226478136548973,10.2442687823213,3.5726831745312677,3.8132216485092165,9.936843574656454,3.892565019961224,4.4298097347080585,9.958112184240813,4.042184833809351,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Napoli,2023-04-07,18.0,15.0,12.0,12.0,21.0,10.0,11.0,13.0,13.428571428571429,12.5,16.214285714285715,3.690399384761461,13.676322024266113,3.8342461342288687,2.9286384339694624,14.181679065179518,5.35015549748692,7.130306433896784,15.216273425030261,6.775292443325236,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Wien,2023-04-07,20.0,11.0,8.0,7.0,6.0,3.0,1.0,6.0,6.0,14.285714285714286,11.607142857142858,3.265986323710876,8.593604559614498,6.873131709002316,15.233710449720846,10.291872206877242,10.166251682827491,11.308270607258393,11.656966738451434,11.083300162411668,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Milano,2023-04-07,21.0,19.0,13.0,10.0,13.0,10.0,7.0,13.0,12.142857142857142,10.857142857142858,15.5,3.7606990231681614,13.405964972646512,4.830221533876825,3.324897751051223,13.669412362550498,7.159631739808388,9.998147976648637,15.639866359484316,9.943170020167523,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Kraków,2023-04-07,27.0,23.0,20.0,11.0,8.0,9.0,10.0,12.0,13.285714285714286,13.785714285714286,19.785714285714285,5.822779568621961,16.174623253977185,7.0150369148228116,5.479732888332489,16.732686019713597,9.163288794180373,12.016523016115158,18.79955326350819,11.733756830612716,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Salt Lake City,2023-04-07,27.0,19.4,9.9,5.8,11.0,20.9,20.3,15.0,14.614285714285714,14.678571428571429,15.228571428571428,5.88598011420035,14.221704783288189,5.74103562006963,4.570167236702459,14.558956223639846,5.22829029393229,5.155712914949362,14.93043576084603,5.261110589225975,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Los Angeles,2023-04-07,41.2,23.7,18.8,6.5,12.7,33.7,36.4,27.8,22.8,20.007142857142856,21.557142857142857,10.90321053635121,20.12248960227008,9.359606300797175,8.409743825396301,20.794119752223338,9.877240731913682,10.772648100163075,21.499530798999373,10.470632681409857,2023,7,4,4,0,0.9951053111006976,-0.09882013873287143,-0.433883739117558,-0.9009688679024191
Marseille,2023-04-08,5.0,6.0,8.0,8.0,7.0,3.0,2.0,5.0,5.571428571428571,6.214285714285714,6.464285714285714,2.3704530408863658,6.534876845463865,2.3352498977956935,2.7506243047596173,6.759986048873602,3.4714649781393963,2.531024428188079,8.05631120129463,6.081777437233628,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Albuquerque,2023-04-08,5.1,5.0,5.2,9.3,2.9,3.8,7.6,6.1,5.7,7.185714285714285,7.0928571428571425,2.1954498400100193,5.839472775817878,2.33654291046011,2.9236060828149397,6.425618506834419,2.6689764135764777,2.980545385269413,6.922661428329978,2.7989069785084264,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Tallinn,2023-04-08,6.0,6.0,7.0,3.0,2.0,2.0,2.0,3.0,3.5714285714285716,3.0714285714285716,3.5,2.070196678027065,4.285569254598763,2.244268998729275,1.8171950369175573,3.725484300844162,2.264178461651457,2.631715396072669,3.5382694826372036,2.432762687373919,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Madrid,2023-04-08,7.0,7.0,4.0,4.0,4.0,6.0,4.0,6.0,5.0,6.214285714285714,6.678571428571429,1.2909944487358134,5.45819118850729,1.7139599417903677,1.8883680959850182,5.918865947376749,1.972199058506667,2.0009918175665433,6.568013646377342,2.6663645574685177,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Houston,2023-04-08,7.2,4.4,8.8,12.2,8.5,9.2,15.5,14.2,10.4,12.092857142857142,11.289285714285715,3.8144462245521273,9.263320030726865,3.9037684481259864,3.9701703675349678,10.493707855169124,3.78275074540378,3.457395646449023,11.040217768362435,3.516260854900912,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Atlanta,2023-04-08,7.5,17.8,12.6,8.2,11.5,13.7,4.0,6.6,10.62857142857143,9.671428571428573,10.178571428571429,4.6828461024304024,12.133204122432804,4.696945266924969,4.464979726274685,10.986523662179895,4.564266928589379,4.258617158869778,10.518422379148092,4.405797812447035,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Tampa,2023-04-08,8.0,6.4,5.4,8.7,10.3,8.9,7.9,9.4,8.142857142857142,8.0,7.9071428571428575,1.7193575765937923,7.597644524878615,1.8274844448068426,1.593255013631384,7.891877739158166,1.7255454566773234,1.6619775305849709,8.107716893019052,1.84111480166404,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Columbus,2023-04-08,8.4,11.2,6.8,7.9,8.1,4.2,5.5,7.4,7.299999999999999,8.107142857142858,7.642857142857143,2.2105806175452316,8.23220242922701,2.4819046304738266,2.4885783045791383,8.006358291669603,2.415295286411505,2.3741553775213946,7.910602667980804,2.403353517585217,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Varna,2023-04-08,9.8,11.6,9.7,5.5,8.4,9.0,6.1,10.8,8.72857142857143,9.342857142857143,10.271428571428572,2.272820777297292,9.348413112624481,2.6603602475222003,2.692357927317837,9.656871353502831,3.14955055917745,3.6527875852364,10.20975800960023,3.5630176823865747,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Paris,2023-04-08,10.0,7.0,12.0,17.0,8.0,9.0,10.0,3.0,9.428571428571429,7.571428571428571,6.857142857142857,4.353433237386427,9.463533907048863,4.1441164534374275,3.6524867338101825,8.481464206768486,4.113025318710367,3.0515847214470835,8.301957623504174,4.994497229558401,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Wien,2023-04-08,10.0,20.0,11.0,8.0,7.0,6.0,3.0,1.0,8.0,14.5,12.071428571428571,6.218252702059198,11.44520724767972,7.993161320174233,15.295801334403453,11.587843936338114,10.064586974446923,11.378760498234879,12.253084242644984,10.901421018208515,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
New York,2023-04-08,10.2,12.4,27.9,16.6,21.6,14.7,6.3,14.4,16.27142857142857,16.42142857142857,15.017857142857142,6.8813066311842945,17.275338121356633,6.986985917515529,6.1463157909594734,16.43732721195411,6.511591829191679,6.204063994907698,15.526993484772992,6.288383298859195,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Chicago,2023-04-08,10.5,10.2,7.9,10.6,17.1,13.2,9.8,9.5,11.185714285714285,13.700000000000001,12.285714285714286,3.0525555258005164,11.394171311464836,3.8876762764786386,5.7608760017632985,12.31468216085784,4.852110439417703,5.7154575518023965,12.729858016361316,5.384501988660805,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Sevilla,2023-04-08,12.0,8.0,12.0,12.0,17.0,13.0,6.0,7.0,10.714285714285714,9.928571428571429,8.857142857142858,3.9036002917941355,10.735324954792697,3.335181468598762,3.315796359022295,10.23742547023188,3.316897993109622,2.8894993250053456,9.571548445972011,3.3118496195635614,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
Stockholm,2023-04-08,12.0,5.0,8.0,6.0,11.0,7.0,5.0,3.0,6.428571428571429,5.0,5.785714285714286,2.572750982712398,6.2926484482812866,2.384098496170443,2.320477404461287,5.906253498474066,2.6481957472118416,3.4572215654165057,5.652751936163412,2.903637756462663,2023,8,4,5,1,0.9932568492674143,-0.11593459959550043,-0.9749279121818235,-0.2225209339563146
